metric,dataset,balancing,feature_selection,dimensionality_reduction,tuning,model,error_rate,bias
demographic_parity,communities,False,False,False,False,RejectOptionClassification,55.09181969949917,10.70234113712375
demographic_parity,communities,False,False,False,True,RejectOptionClassification,56.92821368948246,7.0234113712374535
demographic_parity,communities,False,False,False,False,Reweighing,17.02838063439065,23.581939799331103
demographic_parity,communities,False,False,False,True,Reweighing,17.02838063439065,23.581939799331103
demographic_parity,communities,False,False,False,False,SquaredDifferenceFairLogistic,14.85809682804674,42.60758082497213
demographic_parity,communities,False,False,False,True,SquaredDifferenceFairLogistic,16.36060100166945,32.92642140468228
demographic_parity,communities,False,False,False,False,GetFair,15.19198664440734,41.92307692307693
demographic_parity,communities,False,False,False,True,GetFair,14.85809682804674,37.26867335562988
demographic_parity,communities,False,False,False,False,LogisticRegression,14.19031719532554,49.2809364548495
demographic_parity,communities,False,False,False,False,LogisticRegressionRemoved,14.85809682804674,41.94091415830547
demographic_parity,communities,False,False,True,False,AdaFair,39.565943238731215,0.0
demographic_parity,communities,False,False,True,True,AdaFair,39.565943238731215,0.0
demographic_parity,communities,False,False,True,False,AdversarialDebiasing,14.69115191986644,42.94314381270903
demographic_parity,communities,False,False,True,True,AdversarialDebiasing,16.02671118530885,32.93534002229654
demographic_parity,communities,False,False,True,False,CalibratedEqOddsPostprocessing,18.19699499165276,65.3154960981048
demographic_parity,communities,False,False,True,True,CalibratedEqOddsPostprocessing,18.69782971619366,55.64548494983278
demographic_parity,communities,False,False,True,False,ConvexFrameworkModel,14.85809682804674,43.27313266443701
demographic_parity,communities,False,False,True,True,ConvexFrameworkModel,20.36727879799665,16.91527313266444
demographic_parity,communities,False,False,True,False,DPAbstention,28.71452420701168,2.386845039018953
demographic_parity,communities,False,False,True,True,DPAbstention,24.707846410684475,0.4347826086956552
demographic_parity,communities,False,False,True,False,DisparateImpactRemover,21.869782971619365,7.903010033444819
demographic_parity,communities,False,False,True,True,DisparateImpactRemover,21.869782971619365,7.903010033444819
demographic_parity,communities,False,False,True,False,DisparateMistreatmentModel,17.52921535893155,37.259754738015616
demographic_parity,communities,False,False,True,True,DisparateMistreatmentModel,17.52921535893155,37.259754738015616
demographic_parity,communities,False,False,True,False,EqOddsPostprocessing,29.8831385642738,11.91638795986622
demographic_parity,communities,False,False,True,True,EqOddsPostprocessing,27.712854757929883,12.908584169453736
demographic_parity,communities,False,False,True,False,ExponentiatedGradientReduction,27.212020033388985,0.5830546265328862
demographic_parity,communities,False,False,True,True,ExponentiatedGradientReduction,26.21035058430717,0.5808249721293179
demographic_parity,communities,False,False,True,False,FAGTB,22.20367278797997,23.930880713489408
demographic_parity,communities,False,False,True,True,FAGTB,29.2153589315526,0.1761426978818314
demographic_parity,communities,False,False,True,False,FaX,14.85809682804674,37.93422519509476
demographic_parity,communities,False,False,True,True,FaX,14.85809682804674,37.93422519509476
demographic_parity,communities,False,False,True,False,Fair-SMOTE,16.52754590984975,28.593088071348948
demographic_parity,communities,False,False,True,True,Fair-SMOTE,17.19532554257095,29.260869565217394
demographic_parity,communities,False,False,True,False,FairBayesDPP,23.038397328881462,44.93311036789298
demographic_parity,communities,False,False,True,True,FairBayesDPP,18.86477462437396,44.60869565217392
demographic_parity,communities,False,False,True,False,FairDummies,22.20367278797997,29.913043478260875
demographic_parity,communities,False,False,True,True,FairDummies,27.212020033388985,20.566332218506133
demographic_parity,communities,False,False,True,False,FairGeneralizedLinearModel,14.85809682804674,43.27313266443701
demographic_parity,communities,False,False,True,True,FairGeneralizedLinearModel,39.565943238731215,0.0
demographic_parity,communities,False,False,True,False,FairSSL-CT,30.38397328881469,1.5507246376811612
demographic_parity,communities,False,False,True,True,FairSSL-CT,29.5492487479132,1.885172798216278
demographic_parity,communities,False,False,True,False,FairSSL-LP,20.53422370617696,17.211817168338904
demographic_parity,communities,False,False,True,True,FairSSL-LP,21.368948247078468,16.872909698996658
demographic_parity,communities,False,False,True,False,FairSSL-LS,23.539232053422367,11.865105908584168
demographic_parity,communities,False,False,True,True,FairSSL-LS,22.537562604340565,11.20066889632107
demographic_parity,communities,False,False,True,False,FairSSL-ST,21.869782971619365,17.216276477146042
demographic_parity,communities,False,False,True,True,FairSSL-ST,20.36727879799665,18.88740245261984
demographic_parity,communities,False,False,True,False,FairnessConstraintModel,26.711185308848084,6.229654403567447
demographic_parity,communities,False,False,True,True,FairnessConstraintModel,26.711185308848084,6.229654403567447
demographic_parity,communities,False,False,True,False,GeneralFairERM,49.74958263772955,0.8472686733556334
demographic_parity,communities,False,False,True,True,GeneralFairERM,49.74958263772955,0.8472686733556334
demographic_parity,communities,False,False,True,False,GerryFairClassifier,22.871452420701168,25.313266443701227
demographic_parity,communities,False,False,True,True,GerryFairClassifier,29.04841402337228,17.657748049052397
demographic_parity,communities,False,False,True,False,GradualCompatibility,14.69115191986644,45.602006688963215
demographic_parity,communities,False,False,True,True,GradualCompatibility,43.57262103505843,3.861761426978816
demographic_parity,communities,False,False,True,False,GridSearchReduction,21.368948247078468,12.254180602006686
demographic_parity,communities,False,False,True,True,GridSearchReduction,21.368948247078468,12.254180602006686
demographic_parity,communities,False,False,True,False,HGR,45.24207011686144,3.90635451505017
demographic_parity,communities,False,False,True,True,HGR,36.39398998330551,1.5741360089186196
demographic_parity,communities,False,False,True,False,HSICLinearRegression,14.69115191986644,42.94760312151617
demographic_parity,communities,False,False,True,True,HSICLinearRegression,32.3873121869783,0.3021181716833895
demographic_parity,communities,False,False,True,False,JiangNachum,30.05008347245409,2.3812709030100327
demographic_parity,communities,False,False,True,True,JiangNachum,28.04674457429048,0.9509476031215158
demographic_parity,communities,False,False,True,False,LFR,39.565943238731215,0.0
demographic_parity,communities,False,False,True,True,LFR,32.220367278798,4.627647714604236
demographic_parity,communities,False,False,True,False,LTDD,21.368948247078468,8.9041248606466
demographic_parity,communities,False,False,True,True,LTDD,21.368948247078468,8.9041248606466
demographic_parity,communities,False,False,True,False,MetaFairClassifier,46.57762938230384,23.753623188405804
demographic_parity,communities,False,False,True,True,MetaFairClassifier,16.36060100166945,36.95763656633222
demographic_parity,communities,False,False,True,False,MultiAdversarialDebiasing,33.3889816360601,1.712374581939799
demographic_parity,communities,False,False,True,True,MultiAdversarialDebiasing,24.207011686143577,4.566332218506131
demographic_parity,communities,False,False,True,False,PrejudiceRemover,15.19198664440734,45.94871794871794
demographic_parity,communities,False,False,True,True,PrejudiceRemover,26.21035058430717,9.265328874024528
demographic_parity,communities,False,False,True,False,RejectOptionClassification,55.09181969949917,10.70234113712375
demographic_parity,communities,False,False,True,True,RejectOptionClassification,56.92821368948246,7.0234113712374535
demographic_parity,communities,False,False,True,False,Reweighing,17.02838063439065,23.581939799331103
demographic_parity,communities,False,False,True,True,Reweighing,17.02838063439065,23.581939799331103
demographic_parity,communities,False,False,True,False,SquaredDifferenceFairLogistic,14.85809682804674,43.27313266443701
demographic_parity,communities,False,False,True,True,SquaredDifferenceFairLogistic,15.85976627712855,33.92642140468228
demographic_parity,communities,False,False,True,False,GetFair,17.863105175292148,35.23745819397994
demographic_parity,communities,False,False,True,True,GetFair,16.69449081803005,35.57748049052397
demographic_parity,communities,False,False,True,False,LogisticRegression,14.19031719532554,49.2809364548495
demographic_parity,communities,False,False,True,False,LogisticRegressionRemoved,14.85809682804674,41.94091415830547
demographic_parity,communities,False,VT,False,False,AdaFair,28.213689482470784,94.66666666666669
demographic_parity,communities,False,VT,False,True,AdaFair,28.213689482470784,94.66666666666669
demographic_parity,communities,False,VT,False,False,AdversarialDebiasing,29.8831385642738,100.0
demographic_parity,communities,False,VT,False,True,AdversarialDebiasing,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,CalibratedEqOddsPostprocessing,29.8831385642738,100.0
demographic_parity,communities,False,VT,False,True,CalibratedEqOddsPostprocessing,29.8831385642738,100.0
demographic_parity,communities,False,VT,False,False,ConvexFrameworkModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,ConvexFrameworkModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,DPAbstention,39.73288814691151,0.334448160535117
demographic_parity,communities,False,VT,False,True,DPAbstention,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,DisparateImpactRemover,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,DisparateImpactRemover,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,DisparateMistreatmentModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,DisparateMistreatmentModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,EqOddsPostprocessing,52.25375626043406,0.5005574136008883
demographic_parity,communities,False,VT,False,True,EqOddsPostprocessing,50.918196994991646,0.5005574136008883
demographic_parity,communities,False,VT,False,False,ExponentiatedGradientReduction,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,ExponentiatedGradientReduction,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,FAGTB,39.89983305509182,0.6688963210702341
demographic_parity,communities,False,VT,False,True,FAGTB,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,FaX,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,FaX,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,Fair-SMOTE,52.92153589315526,7.119286510590861
demographic_parity,communities,False,VT,False,True,Fair-SMOTE,52.92153589315526,7.119286510590861
demographic_parity,communities,False,VT,False,False,FairBayesDPP,28.38063439065108,97.0
demographic_parity,communities,False,VT,False,True,FairBayesDPP,28.04674457429048,94.33333333333334
demographic_parity,communities,False,VT,False,False,FairDummies,53.75626043405677,5.44593088071349
demographic_parity,communities,False,VT,False,True,FairDummies,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,FairGeneralizedLinearModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,FairGeneralizedLinearModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,FairnessConstraintModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,FairnessConstraintModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,GeneralFairERM,47.07846410684474,7.119286510590856
demographic_parity,communities,False,VT,False,True,GeneralFairERM,47.07846410684474,7.119286510590856
demographic_parity,communities,False,VT,False,False,GerryFairClassifier,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,GerryFairClassifier,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,GradualCompatibility,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,GradualCompatibility,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,GridSearchReduction,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,GridSearchReduction,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,HGR,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,HGR,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,HSICLinearRegression,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,HSICLinearRegression,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,JiangNachum,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,JiangNachum,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,LFR,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,LFR,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,LTDD,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,LTDD,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,MetaFairClassifier,48.24707846410684,40.46822742474916
demographic_parity,communities,False,VT,False,True,MetaFairClassifier,49.58263772954925,16.48160535117057
demographic_parity,communities,False,VT,False,False,MultiAdversarialDebiasing,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,MultiAdversarialDebiasing,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,PrejudiceRemover,29.8831385642738,100.0
demographic_parity,communities,False,VT,False,True,PrejudiceRemover,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,RejectOptionClassification,60.43405676126879,0.0
demographic_parity,communities,False,VT,False,True,RejectOptionClassification,60.43405676126879,0.0
demographic_parity,communities,False,VT,False,False,Reweighing,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,Reweighing,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,SquaredDifferenceFairLogistic,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,True,SquaredDifferenceFairLogistic,39.565943238731215,0.0
demographic_parity,communities,False,VT,False,False,GetFair,44.74123539232053,3.7714604236343376
demographic_parity,communities,False,VT,False,True,GetFair,44.57429048414024,3.437012263099221
demographic_parity,communities,False,VT,False,False,LogisticRegression,29.8831385642738,100.0
demographic_parity,communities,False,VT,False,False,LogisticRegressionRemoved,39.565943238731215,0.0
demographic_parity,communities,False,VT,True,False,AdaFair,39.565943238731215,0.0
demographic_parity,communities,False,VT,True,True,AdaFair,39.565943238731215,0.0
demographic_parity,communities,False,VT,True,False,AdversarialDebiasing,16.19365609348915,41.94091415830547
demographic_parity,communities,False,VT,True,True,AdversarialDebiasing,20.20033388981636,15.931995540691194
demographic_parity,communities,False,VT,True,False,CalibratedEqOddsPostprocessing,19.36560934891486,67.65328874024526
demographic_parity,communities,False,VT,True,True,CalibratedEqOddsPostprocessing,19.36560934891486,62.99108138238573
demographic_parity,communities,False,VT,True,False,ConvexFrameworkModel,17.19532554257095,39.26644370122632
demographic_parity,communities,False,VT,True,True,ConvexFrameworkModel,21.702838063439067,19.60869565217392
demographic_parity,communities,False,VT,True,False,DPAbstention,29.5492487479132,2.719063545150502
demographic_parity,communities,False,VT,True,True,DPAbstention,25.542570951585976,0.0836120401337792
demographic_parity,communities,False,VT,True,False,DisparateImpactRemover,24.04006677796328,4.232998885172795
demographic_parity,communities,False,VT,True,True,DisparateImpactRemover,24.04006677796328,4.232998885172795
demographic_parity,communities,False,VT,True,False,DisparateMistreatmentModel,22.036727879799667,20.25752508361204
demographic_parity,communities,False,VT,True,True,DisparateMistreatmentModel,22.036727879799667,20.25752508361204
demographic_parity,communities,False,VT,True,False,EqOddsPostprocessing,33.5559265442404,11.238573021181718
demographic_parity,communities,False,VT,True,True,EqOddsPostprocessing,28.881469115191983,16.57748049052397
demographic_parity,communities,False,VT,True,False,ExponentiatedGradientReduction,30.217028380634392,0.5997770345596426
demographic_parity,communities,False,VT,True,True,ExponentiatedGradientReduction,30.884808013355592,0.0680044593088069
demographic_parity,communities,False,VT,True,False,FAGTB,23.205342237061764,28.590858416945373
demographic_parity,communities,False,VT,True,True,FAGTB,27.545909849749584,9.944258639910814
demographic_parity,communities,False,VT,True,False,FaX,16.36060100166945,36.93756967670011
demographic_parity,communities,False,VT,True,True,FaX,16.36060100166945,36.93756967670011
demographic_parity,communities,False,VT,True,False,Fair-SMOTE,19.19866444073456,25.91750278706801
demographic_parity,communities,False,VT,True,True,Fair-SMOTE,18.69782971619366,26.92084726867336
demographic_parity,communities,False,VT,True,False,FairBayesDPP,20.86811352253757,42.59754738015607
demographic_parity,communities,False,VT,True,True,FairBayesDPP,18.19699499165276,43.93311036789298
demographic_parity,communities,False,VT,True,False,FairDummies,37.22871452420701,19.867335562987737
demographic_parity,communities,False,VT,True,True,FairDummies,24.373956594323875,14.911928651059087
demographic_parity,communities,False,VT,True,False,FairGeneralizedLinearModel,17.02838063439065,38.93311036789298
demographic_parity,communities,False,VT,True,True,FairGeneralizedLinearModel,39.565943238731215,0.0
demographic_parity,communities,False,VT,True,False,FairSSL-CT,24.373956594323875,12.925306577480493
demographic_parity,communities,False,VT,True,True,FairSSL-CT,20.701168614357258,15.588628762541806
demographic_parity,communities,False,VT,True,False,FairSSL-LP,22.537562604340565,15.874024526198433
demographic_parity,communities,False,VT,True,True,FairSSL-LP,22.20367278797997,15.875139353400224
demographic_parity,communities,False,VT,True,False,FairSSL-LS,25.208681135225376,13.183946488294312
demographic_parity,communities,False,VT,True,True,FairSSL-LS,24.707846410684475,13.517279821627652
demographic_parity,communities,False,VT,True,False,FairSSL-ST,24.540901502504177,14.517279821627657
demographic_parity,communities,False,VT,True,True,FairSSL-ST,25.37562604340568,13.517279821627652
demographic_parity,communities,False,VT,True,False,FairnessConstraintModel,31.21869782971619,6.610925306577481
demographic_parity,communities,False,VT,True,True,FairnessConstraintModel,30.71786310517529,6.94314381270903
demographic_parity,communities,False,VT,True,False,GeneralFairERM,52.587646076794655,5.170568561872912
demographic_parity,communities,False,VT,True,True,GeneralFairERM,52.587646076794655,5.170568561872912
demographic_parity,communities,False,VT,True,False,GerryFairClassifier,28.881469115191983,17.32329988851728
demographic_parity,communities,False,VT,True,True,GerryFairClassifier,30.884808013355592,13.991081382385728
demographic_parity,communities,False,VT,True,False,GradualCompatibility,18.86477462437396,41.24972129319956
demographic_parity,communities,False,VT,True,True,GradualCompatibility,41.40233722871452,5.5273132664437
demographic_parity,communities,False,VT,True,False,GridSearchReduction,19.19866444073456,21.936454849498325
demographic_parity,communities,False,VT,True,True,GridSearchReduction,35.39232053422371,5.738015607580824
demographic_parity,communities,False,VT,True,False,HGR,47.91318864774624,1.2062430323299844
demographic_parity,communities,False,VT,True,True,HGR,23.372287145242066,20.268673355629875
demographic_parity,communities,False,VT,True,False,HSICLinearRegression,15.692821368948252,35.60758082497213
demographic_parity,communities,False,VT,True,True,HSICLinearRegression,35.39232053422371,2.3199554069119293
demographic_parity,communities,False,VT,True,False,JiangNachum,29.71619365609349,2.3823857302118183
demographic_parity,communities,False,VT,True,True,JiangNachum,28.881469115191983,0.7157190635451505
demographic_parity,communities,False,VT,True,False,LFR,39.39899833055092,1.6644370122630994
demographic_parity,communities,False,VT,True,True,LFR,25.542570951585976,1.919732441471572
demographic_parity,communities,False,VT,True,False,LTDD,23.205342237061764,6.562987736900777
demographic_parity,communities,False,VT,True,True,LTDD,23.205342237061764,6.562987736900777
demographic_parity,communities,False,VT,True,False,MetaFairClassifier,30.550918196994992,29.82385730211817
demographic_parity,communities,False,VT,True,True,MetaFairClassifier,15.85976627712855,41.27759197324414
demographic_parity,communities,False,VT,True,False,MultiAdversarialDebiasing,33.0550918196995,4.939799331103681
demographic_parity,communities,False,VT,True,True,MultiAdversarialDebiasing,27.378964941569283,3.5863991081382385
demographic_parity,communities,False,VT,True,False,PrejudiceRemover,16.36060100166945,48.28316610925306
demographic_parity,communities,False,VT,True,True,PrejudiceRemover,29.38230383973289,2.9253065774804936
demographic_parity,communities,False,VT,True,False,RejectOptionClassification,56.76126878130216,6.690078037904124
demographic_parity,communities,False,VT,True,True,RejectOptionClassification,57.92988313856428,5.0167224080267525
demographic_parity,communities,False,VT,True,False,Reweighing,17.69616026711185,24.248606465997767
demographic_parity,communities,False,VT,True,True,Reweighing,17.69616026711185,24.248606465997767
demographic_parity,communities,False,VT,True,False,SquaredDifferenceFairLogistic,17.02838063439065,38.93311036789298
demographic_parity,communities,False,VT,True,True,SquaredDifferenceFairLogistic,20.53422370617696,25.93199554069119
demographic_parity,communities,False,VT,True,False,GetFair,16.86143572621035,29.25641025641025
demographic_parity,communities,False,VT,True,True,GetFair,23.70617696160268,14.246376811594205
demographic_parity,communities,False,VT,True,False,LogisticRegression,16.69449081803005,51.61761426978818
demographic_parity,communities,False,VT,True,False,LogisticRegressionRemoved,17.02838063439065,38.93311036789298
demographic_parity,communities,False,RFECV,False,False,AdaFair,39.565943238731215,0.0
demographic_parity,communities,False,RFECV,False,True,AdaFair,39.565943238731215,0.0
demographic_parity,communities,False,RFECV,False,False,AdversarialDebiasing,15.19198664440734,47.282051282051285
demographic_parity,communities,False,RFECV,False,True,AdversarialDebiasing,15.692821368948252,38.94314381270904
demographic_parity,communities,False,RFECV,False,False,CalibratedEqOddsPostprocessing,18.53088480801336,67.31995540691193
demographic_parity,communities,False,RFECV,False,True,CalibratedEqOddsPostprocessing,18.86477462437396,58.64659977703456
demographic_parity,communities,False,RFECV,False,False,ConvexFrameworkModel,16.02671118530885,44.2742474916388
demographic_parity,communities,False,RFECV,False,True,ConvexFrameworkModel,20.701168614357258,15.586399108138238
demographic_parity,communities,False,RFECV,False,False,DPAbstention,29.04841402337228,1.7201783723522852
demographic_parity,communities,False,RFECV,False,True,DPAbstention,23.372287145242066,0.9018952062430308
demographic_parity,communities,False,RFECV,False,False,DisparateImpactRemover,19.19866444073456,19.911928651059085
demographic_parity,communities,False,RFECV,False,True,DisparateImpactRemover,19.19866444073456,19.911928651059085
demographic_parity,communities,False,RFECV,False,False,DisparateMistreatmentModel,17.863105175292148,37.930880713489415
demographic_parity,communities,False,RFECV,False,True,DisparateMistreatmentModel,16.86143572621035,29.25418060200669
demographic_parity,communities,False,RFECV,False,False,EqOddsPostprocessing,28.71452420701168,12.250836120401337
demographic_parity,communities,False,RFECV,False,True,EqOddsPostprocessing,27.378964941569283,16.256410256410252
demographic_parity,communities,False,RFECV,False,False,ExponentiatedGradientReduction,27.545909849749584,0.5930880713489406
demographic_parity,communities,False,RFECV,False,True,ExponentiatedGradientReduction,27.712854757929883,0.260869565217392
demographic_parity,communities,False,RFECV,False,False,FAGTB,17.863105175292148,30.60869565217391
demographic_parity,communities,False,RFECV,False,True,FAGTB,26.37729549248748,8.848383500557416
demographic_parity,communities,False,RFECV,False,False,FaX,15.52587646076795,38.603121516165
demographic_parity,communities,False,RFECV,False,True,FaX,15.52587646076795,38.603121516165
demographic_parity,communities,False,RFECV,False,False,Fair-SMOTE,18.03005008347245,24.23634336677815
demographic_parity,communities,False,RFECV,False,True,Fair-SMOTE,17.36227045075125,25.573021181716832
demographic_parity,communities,False,RFECV,False,False,FairBayesDPP,19.86644407345576,35.91304347826087
demographic_parity,communities,False,RFECV,False,True,FairBayesDPP,19.86644407345576,35.91304347826087
demographic_parity,communities,False,RFECV,False,False,FairDummies,39.06510851419032,11.593088071348944
demographic_parity,communities,False,RFECV,False,True,FairDummies,22.537562604340565,27.28539576365664
demographic_parity,communities,False,RFECV,False,False,FairGeneralizedLinearModel,16.02671118530885,43.60646599777035
demographic_parity,communities,False,RFECV,False,True,FairGeneralizedLinearModel,39.565943238731215,0.0
demographic_parity,communities,False,RFECV,False,False,FairSSL-CT,20.03338898163605,24.88963210702341
demographic_parity,communities,False,RFECV,False,True,FairSSL-CT,19.53255425709516,25.894091415830545
